ID,Organization,Created..Timestamp,Created..Date,Created..Time,Updated..Date,Updated..Date.1,Updated..Time,Recorded..Timestamp,Recorded..Date,Recorded..Time,Surveyor..ID,Surveyor..Name,Surveyor..First.name,Surveyor..Last.name,Surveyor..Email,Status,River,Location..Latitude,Location..Longitude,Location..Easting,Location..Northing,Location..NGR,Survey.Type,Site.Name,Foreshore,Quadrat.Number,Cutlery..plastic.,Straw,Stirrer,Lollipop.stick,Food.wrapper,Take.away.container..plastic.,Drink.bottle..with.or.without.lid.,Bottle.top,Lid..plastic.,Cup..plastic.,Plate..plastic.,X6.4.pack.rings,Wine.cork..plastic.,Food.container..plastic.,Ice.pop.container,Other.plastic.food.packaging,Drink.carton,Tetra.pak.coffee.cup,Take.away.container.or.plate..polystyrene.,Cup..polystyrene.,Other.polystyrene.food.packaging,Thick..durable..shopping.bag,Thin..single.use..shopping.bag,Refuse.sack,Plastic.bottle.container..non.food.related.,Foam.roll.packaging,O.pack,Condom,Tampon.applicator,Sanitary.towel,Cotton.bud.stick,Nappy,Syringe.needle,Medicine.packaging,Wet.wipes,Gloves..plastic.,Eye.drop.dispenser,Plaster,Other.sewage.related.items,Lighter,Cigarette.butt,Cigarette.tobacco.packaging,Other.smoking.related,Shoe.or.flip.flop,Item.of.clothing,Other.clothing,Rope,String,Rubber.band,Recreational.fishing.gear,Commercial.fishing.gear,Shopping.trolley,Tyre,Traffic.cone.sign.barrier,Large.appliance..fridge..washing.machine....,Small.appliance..toaster..microwave....,Mattress,Carpet...20.cm.,Other.large.item,Building.insulation.pieces,Cable.tie,Rawl.plug,Window.spacer.tiles,Scaffold.bungee,Pipe.lagging,Tile.cross.spacers,Ball,Balloon...stick,Gardening..flower.pot..gloves..plant.label.,Nerf.bullet,Packaging.peanut,Pen,Surveyed.,Other.litter
583c8a6be4b054666069e82a,Jolly Roger,20/11/2016 17:00,20/11/2016,17:00:00,20/11/2016 17:00,20/11/2016,17:00:00,26/11/2016 14:30,26/11/2016,14:30,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,10,12,2,7,6,0,2,15,16,5,7,5,12,6,10,10,2,5,5,6,0,,,,4,5,5,2,3,,,,,2,2,,6,4,9,6,6,1,27,4,1,7,4,7,8,2,2,,,,0,,,,2,2,2,3,2,3,1,3,1,0,3,0,3,1,2,,
583c8a6be4b054666069e82a,Jolly Roger,21/11/2016 17:00,21/11/2016,17:00:00,21/11/2016 17:00,21/11/2016,17:00:00,26/11/2016 14:30,26/11/2016,14:30,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,11,32,7,9,2,6,0,11,3,5,7,10,7,2,7,9,2,9,5,8,11,,,,3,2,5,6,1,,,,,3,0,,9,8,9,2,2,,1,0,8,1,3,4,0,7,8,,,,1,,,,3,0,3,0,3,0,1,3,2,1,3,3,3,3,2,,
5871322ae4b08d0e4227ef8e,Jolly Roger,22/11/2016 17:00,22/11/2016,17:00:00,22/11/2016 17:00,22/11/2016,17:00:00,04/12/2016 15:05,04/12/2016,15:05,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,1,12,14,3,1,7,1,6,18,1,2,2,21,10,9,2,7,9,4,5,11,,,,1,0,6,4,1,,,,,0,0,,6,6,7,6,7,,10,7,4,2,2,7,2,1,5,,,,0,,,,2,3,0,2,1,0,3,3,1,1,2,1,0,3,2,,
5871322ae4b08d0e4227ef8e,Jolly Roger,23/11/2016 17:00,23/11/2016,17:00:00,23/11/2016 17:00,23/11/2016,17:00:00,04/12/2016 15:05,04/12/2016,15:05,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,2,4,46,8,4,6,3,6,2,3,10,3,15,6,7,10,8,0,7,1,22,,,,0,3,1,4,1,,,,,2,0,,6,9,8,10,0,,23,1,7,0,5,8,0,3,1,,,,1,,,,1,1,0,2,1,2,2,0,1,3,3,2,3,2,0,,
5871322ae4b08d0e4227ef8e,Jolly Roger,24/11/2016 17:00,24/11/2016,17:00:00,24/11/2016 17:00,24/11/2016,17:00:00,04/12/2016 15:05,04/12/2016,15:05,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,3,39,8,4,2,7,8,8,22,4,3,3,3,7,9,3,6,1,7,1,15,,,,0,2,4,2,0,,,,,3,0,,2,0,4,5,1,,18,7,2,7,4,7,8,4,2,,,,0,,,,0,3,0,0,3,1,2,2,3,0,2,1,1,2,3,,
5871322ae4b08d0e4227ef8e,Jolly Roger,25/11/2016 17:00,25/11/2016,17:00:00,25/11/2016 17:00,25/11/2016,17:00:00,04/12/2016 15:05,04/12/2016,15:05,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,4,36,1,10,2,9,1,3,16,9,8,8,9,6,0,1,8,2,7,0,11,,,,4,6,1,0,0,,,,,3,2,,7,10,7,8,3,,28,2,2,5,8,3,8,8,7,,,,0,,,,1,3,1,1,3,3,3,0,0,0,3,0,0,1,1,,
5871322ae4b08d0e4227ef8e,Jolly Roger,26/11/2016 17:00,26/11/2016,17:00:00,26/11/2016 17:00,26/11/2016,17:00:00,04/12/2016 15:05,04/12/2016,15:05,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,5,12,12,0,3,9,5,6,0,10,3,4,11,2,7,7,10,2,10,4,0,,,,4,5,0,4,3,,,,,2,1,,5,9,6,9,3,,6,3,5,2,6,4,4,6,5,,,,0,,,,2,0,3,3,2,2,2,2,1,1,3,0,0,3,0,,
5871322ae4b08d0e4227ef8e,Jolly Roger,27/11/2016 17:00,27/11/2016,17:00:00,27/11/2016 17:00,27/11/2016,17:00:00,04/12/2016 15:05,04/12/2016,15:05,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,6,3,2,2,2,2,5,14,0,1,6,10,3,6,3,1,8,2,1,3,11,,,,4,1,2,4,3,,,,,2,2,,6,2,5,5,1,,40,8,0,7,5,7,0,8,5,,,,0,,,,2,2,2,3,0,2,1,0,3,1,1,0,1,1,2,,
58498e27e4b08d0e4227e094,Jolly Roger,28/11/2016 17:00,28/11/2016,17:00:00,28/11/2016 17:00,28/11/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,1,13,1,3,5,3,4,15,6,4,3,7,24,0,10,2,10,8,9,10,28,,,,1,6,2,4,1,,,,,1,1,,10,6,2,6,9,,28,2,2,4,1,5,8,7,8,,,,1,,,,1,0,3,2,0,0,1,2,1,1,3,2,0,0,0,Not surveyed,Not surveyed
58498e27e4b08d0e4227e094,Jolly Roger,29/11/2016 17:00,29/11/2016,17:00:00,29/11/2016 17:00,29/11/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,2,2,26,10,4,0,7,3,5,4,7,2,30,9,2,8,1,1,5,4,1,,,6,6,0,0,3,3,,,,,1,2,,0,3,7,7,5,,15,0,2,8,8,6,8,8,4,,,,1,,,,3,0,3,0,2,0,3,1,1,2,0,0,3,1,1,Not surveyed,Not surveyed
58498e27e4b08d0e4227e094,Jolly Roger,30/11/2016 17:00,30/11/2016,17:00:00,30/11/2016 17:00,30/11/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,3,44,6,1,5,1,8,18,27,8,10,9,10,0,0,0,2,2,6,5,5,,,,1,5,4,1,4,,,,,3,0,,10,1,0,4,9,,8,4,7,1,3,0,6,4,5,,,,1,,,,0,2,1,3,3,3,1,0,3,3,3,3,2,2,1,Not surveyed,Not surveyed
58498e27e4b08d0e4227e094,Jolly Roger,01/12/2016 17:00,01/12/2016,17:00:00,01/12/2016 17:00,01/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,4,22,5,4,2,6,0,9,25,10,0,0,15,1,6,8,4,3,9,6,1,,,,0,3,5,5,4,,,,,3,0,,2,1,4,4,0,,10,6,2,7,7,2,5,1,4,,,,1,,,,1,2,2,3,3,1,0,1,1,1,3,2,0,1,1,Not surveyed,Not surveyed
58498e27e4b08d0e4227e094,Jolly Roger,02/12/2016 17:00,02/12/2016,17:00:00,02/12/2016 17:00,02/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,5,38,5,4,8,4,10,1,19,6,7,6,10,3,4,8,5,4,1,5,17,,,,6,6,2,3,3,,,,,3,0,,4,6,6,9,9,,0,0,6,1,3,4,8,7,2,,,,1,,,,3,2,3,1,2,2,2,2,0,0,0,3,0,3,2,Not surveyed,Not surveyed
58498e27e4b08d0e4227e094,Jolly Roger,03/12/2016 17:00,03/12/2016,17:00:00,03/12/2016 17:00,03/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,6,17,36,3,1,9,8,11,18,0,2,7,7,3,0,4,2,9,5,2,10,,,,3,6,2,3,3,,,,,2,0,,6,5,1,3,5,,25,7,2,5,4,7,7,1,2,,,,0,,,,2,1,2,3,3,1,0,2,3,2,3,3,1,3,3,Not surveyed,Not surveyed
58498e27e4b08d0e4227e094,Jolly Roger,04/12/2016 17:00,04/12/2016,17:00:00,04/12/2016 17:00,04/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,7,43,7,1,6,2,6,12,16,7,3,10,20,2,0,1,5,1,8,9,15,,,,0,3,5,4,4,,,,,3,2,,8,4,2,1,0,,36,0,8,4,1,1,6,3,2,,,,1,,,,1,1,2,1,2,3,3,1,1,3,3,3,0,2,3,Not surveyed,Not surveyed
58498e27e4b08d0e4227e094,Jolly Roger,05/12/2016 17:00,05/12/2016,17:00:00,05/12/2016 17:00,05/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,8,38,37,4,5,2,6,12,8,8,4,2,2,3,10,6,0,4,10,1,4,,,,3,6,3,5,4,,,,,1,2,,7,5,8,8,10,,10,1,8,4,1,2,7,6,8,,,,0,,,,1,2,2,3,2,2,0,2,2,0,2,3,2,0,3,Not surveyed,Not surveyed
58498e27e4b08d0e4227e094,Jolly Roger,06/12/2016 17:00,06/12/2016,17:00:00,06/12/2016 17:00,06/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,9,15,32,1,8,2,1,3,26,3,0,0,4,2,2,4,6,7,9,5,26,,,,6,2,0,0,1,,,,,0,1,,9,2,8,6,1,,0,4,7,5,4,4,8,6,3,,,,1,,,,3,2,3,1,0,0,2,0,3,1,0,2,0,0,2,Not surveyed,Not surveyed
58498e27e4b08d0e4227e094,Jolly Roger,07/12/2016 17:00,07/12/2016,17:00:00,07/12/2016 17:00,07/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,10,31,8,4,6,4,3,10,7,4,0,2,7,9,7,8,8,0,1,3,14,,,,6,6,0,6,2,,,,,0,1,,0,8,8,8,4,,3,6,2,4,5,5,3,5,3,,,,1,,,,2,3,1,0,2,1,0,0,0,3,3,3,1,1,2,,
58498e27e4b08d0e4227e094,Jolly Roger,08/12/2016 17:00,08/12/2016,17:00:00,08/12/2016 17:00,08/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,11,0,39,9,5,1,7,0,13,9,10,2,30,0,4,6,8,5,4,9,19,,,,3,0,4,5,1,,,,,0,0,,8,2,1,9,7,,3,4,5,1,5,7,3,5,2,,,,0,,,,2,3,1,3,1,3,2,3,3,1,1,3,2,3,2,,
58498e27e4b08d0e4227e094,Jolly Roger,09/12/2016 17:00,09/12/2016,17:00:00,09/12/2016 17:00,09/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,12,21,10,5,9,0,7,16,18,0,8,0,13,10,0,10,2,4,5,3,11,,,,6,1,2,4,4,,,,,0,0,,4,7,5,3,5,,27,2,8,4,8,6,6,6,7,,,,0,,,,3,2,2,2,0,0,2,1,2,1,2,0,2,3,2,,
58498e27e4b08d0e4227e094,Jolly Roger,10/12/2016 17:00,10/12/2016,17:00:00,10/12/2016 17:00,10/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,13,17,23,5,0,4,0,13,0,8,8,4,15,8,8,3,1,0,10,4,4,,,,3,4,1,6,4,,,,,3,1,,2,4,9,2,9,,1,8,6,7,3,8,2,4,5,,,,0,,,,3,2,1,0,3,1,1,3,1,3,0,2,3,3,0,,
58498e27e4b08d0e4227e094,Jolly Roger,11/12/2016 17:00,11/12/2016,17:00:00,11/12/2016 17:00,11/12/2016,17:00:00,08/12/2016 15:00,08/12/2016,15:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,14,16,10,3,6,9,7,9,8,10,2,10,6,2,5,8,2,7,6,4,0,,,,5,5,2,5,3,,,,,1,2,,6,2,7,4,4,,29,5,5,7,3,5,2,2,7,,,,1,,,,1,0,0,3,3,3,0,2,0,2,3,1,0,0,0,,
58582415e4b08d0e4227e531,Jolly Roger,12/12/2016 17:00,12/12/2016,17:00:00,12/12/2016 17:00,12/12/2016,17:00:00,18/12/2016 10:00,18/12/2016,10:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,2,15,22,5,4,10,5,7,24,10,8,0,36,5,1,9,5,8,10,3,7,,,,5,1,0,1,4,,,,,3,1,,8,9,1,3,7,,3,6,0,1,5,5,3,4,7,,,,0,,,,2,1,2,0,0,0,1,1,3,1,1,1,0,0,2,,
58582415e4b08d0e4227e531,Jolly Roger,13/12/2016 17:00,13/12/2016,17:00:00,13/12/2016 17:00,13/12/2016,17:00:00,18/12/2016 10:00,18/12/2016,10:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,3,29,10,4,3,0,5,10,5,4,4,1,12,2,3,10,6,5,4,5,13,,,,5,5,3,0,1,,,,,1,0,,1,6,9,2,5,,35,4,5,7,0,1,1,1,0,,,,1,,,,2,1,0,3,0,2,0,1,2,2,2,0,1,1,1,,
58582415e4b08d0e4227e531,Jolly Roger,14/12/2016 17:00,14/12/2016,17:00:00,14/12/2016 17:00,14/12/2016,17:00:00,18/12/2016 10:00,18/12/2016,10:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,4,8,0,2,4,7,6,2,6,9,2,4,25,5,10,1,7,7,2,5,3,,,,5,4,1,5,3,,,,,0,0,,1,0,5,0,4,,6,3,6,7,2,1,8,0,5,,,,1,,,,2,3,1,0,3,3,2,0,1,0,3,0,2,0,1,,
58582415e4b08d0e4227e531,Jolly Roger,15/12/2016 17:00,15/12/2016,17:00:00,15/12/2016 17:00,15/12/2016,17:00:00,18/12/2016 10:00,18/12/2016,10:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,5,15,2,2,4,0,10,4,5,7,2,2,27,10,1,4,9,10,3,6,6,,,,5,0,2,2,1,,,,,3,2,,1,2,9,7,5,,3,0,5,0,6,4,7,2,8,,,,1,,,,2,2,2,1,0,0,3,0,1,0,1,3,2,0,0,,
58582415e4b08d0e4227e531,Jolly Roger,16/12/2016 17:00,16/12/2016,17:00:00,16/12/2016 17:00,16/12/2016,17:00:00,18/12/2016 10:00,18/12/2016,10:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,6,27,35,2,4,6,1,0,18,0,2,10,20,2,5,2,6,4,2,6,26,,,,4,0,4,4,3,,,,,0,2,,8,1,5,6,7,,30,6,4,7,8,7,5,8,7,,,,1,,,,0,0,2,2,1,1,1,0,0,1,2,1,2,1,1,,
58582415e4b08d0e4227e531,Jolly Roger,17/12/2016 17:00,17/12/2016,17:00:00,17/12/2016 17:00,17/12/2016,17:00:00,18/12/2016 10:00,18/12/2016,10:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,7,10,28,3,10,10,7,7,29,9,5,5,13,7,6,10,9,9,5,8,26,,,,5,5,0,0,1,,,,,0,0,,2,9,3,2,9,,20,5,0,4,6,4,6,2,8,,,,0,,,,0,2,1,2,3,3,3,3,1,2,3,0,1,2,1,,
58582415e4b08d0e4227e531,Jolly Roger,18/12/2016 17:00,18/12/2016,17:00:00,18/12/2016 17:00,18/12/2016,17:00:00,18/12/2016 10:00,18/12/2016,10:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,8,27,10,4,8,0,10,17,30,10,7,5,0,2,5,3,3,8,8,4,10,,,,3,1,4,6,4,,,,,1,0,,6,5,1,6,1,,1,2,0,7,4,0,4,8,2,,,,1,,,,2,3,0,2,3,0,2,3,3,3,0,1,3,3,2,,
58582415e4b08d0e4227e531,Jolly Roger,19/12/2016 17:00,19/12/2016,17:00:00,19/12/2016 17:00,19/12/2016,17:00:00,18/12/2016 10:00,18/12/2016,10:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,9,4,1,3,9,4,10,1,2,2,6,10,46,0,2,10,0,3,8,8,0,,,,1,3,3,1,0,,,,,3,2,,7,7,1,4,1,,38,5,6,7,3,7,0,2,8,,,,1,,,,2,3,1,3,0,1,0,3,1,0,3,1,3,3,3,,
585d59e2e4b08d0e4227e721,Jolly Roger,20/12/2016 17:00,20/12/2016,17:00:00,20/12/2016 17:00,20/12/2016,17:00:00,22/12/2016 14:00,22/12/2016,14:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,1,7,6,0,1,1,6,17,29,2,10,6,20,5,4,2,2,9,3,0,21,,,,0,1,5,0,0,,,,,1,0,,9,5,10,5,9,3,7,8,1,4,8,7,0,2,1,,,,1,,,,2,1,3,2,3,1,1,0,0,1,0,1,1,0,2,,
585d59e2e4b08d0e4227e721,Jolly Roger,21/12/2016 17:00,21/12/2016,17:00:00,21/12/2016 17:00,21/12/2016,17:00:00,22/12/2016 14:00,22/12/2016,14:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,2,5,4,5,8,10,5,4,26,3,2,10,0,10,8,4,4,5,2,5,16,,,,6,3,2,2,1,,,,,2,0,,7,3,7,8,3,,9,3,2,1,0,0,2,2,5,,,,1,,,,1,2,0,3,1,1,0,1,0,3,1,2,1,1,3,,
585d59e2e4b08d0e4227e721,Jolly Roger,22/12/2016 17:00,22/12/2016,17:00:00,22/12/2016 17:00,22/12/2016,17:00:00,22/12/2016 14:00,22/12/2016,14:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,3,3,3,1,10,6,2,19,8,2,9,4,3,10,0,4,9,0,1,1,16,,,,3,6,1,6,3,,,,,2,2,,9,9,7,7,3,,26,3,1,2,2,8,3,0,5,,,,1,,,,0,0,3,0,0,3,2,0,1,1,0,3,0,1,3,,
585d59e2e4b08d0e4227e721,Jolly Roger,23/12/2016 17:00,23/12/2016,17:00:00,23/12/2016 17:00,23/12/2016,17:00:00,22/12/2016 14:00,22/12/2016,14:00,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,4,18,9,0,6,3,4,19,18,1,7,4,26,9,1,3,3,4,4,8,14,,,,3,4,3,1,0,,,,,3,0,,6,2,0,0,4,,5,0,5,8,5,0,4,0,0,,,,0,,,,3,2,0,3,0,0,1,0,2,2,1,2,0,1,3,,
58710803e4b08d0e4227ef5f,Jolly Roger,24/12/2016 17:00,24/12/2016,17:00:00,24/12/2016 17:00,24/12/2016,17:00:00,07/01/2017 12:39,07/01/2017,12:39,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,1,12,14,1,8,8,6,2,23,10,1,9,10,3,2,0,3,5,10,0,39,,,,5,2,3,5,0,,,,,0,1,,5,10,2,9,5,,2,5,7,1,6,4,2,6,1,,,,1,,,,2,3,1,2,3,0,1,2,2,2,2,0,1,3,2,,
58710803e4b08d0e4227ef5f,Jolly Roger,25/12/2016 17:00,25/12/2016,17:00:00,25/12/2016 17:00,25/12/2016,17:00:00,07/01/2017 12:39,07/01/2017,12:39,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,2,18,2,0,7,9,0,15,20,7,2,4,35,1,4,3,0,8,0,2,10,,,,2,1,2,2,3,,,,,1,1,,10,10,3,6,2,,5,5,7,3,7,8,1,0,3,,,,0,,,,0,1,2,3,0,3,1,3,0,2,1,2,0,0,2,,
58710803e4b08d0e4227ef5f,Jolly Roger,26/12/2016 17:00,26/12/2016,17:00:00,26/12/2016 17:00,26/12/2016,17:00:00,07/01/2017 12:39,07/01/2017,12:39,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,3,10,14,10,5,3,10,20,19,3,5,9,34,5,1,4,1,8,3,3,25,,,,5,6,4,1,4,,,,,0,0,,2,4,0,0,4,,1,4,7,7,7,5,7,4,4,,,,1,,,,3,2,3,3,3,3,1,0,0,1,0,2,2,0,1,,
58710803e4b08d0e4227ef5f,Jolly Roger,27/12/2016 17:00,27/12/2016,17:00:00,27/12/2016 17:00,27/12/2016,17:00:00,07/01/2017 12:39,07/01/2017,12:39,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,4,23,15,8,7,1,9,0,8,2,5,3,7,10,6,5,7,6,2,8,19,,,,6,1,1,2,3,,,,,2,0,,8,2,3,3,6,,6,6,0,1,4,4,6,5,7,,,,1,,,,0,1,2,0,3,1,3,1,3,1,1,2,1,2,0,,
58710803e4b08d0e4227ef5f,Jolly Roger,28/12/2016 17:00,28/12/2016,17:00:00,28/12/2016 17:00,28/12/2016,17:00:00,07/01/2017 12:39,07/01/2017,12:39,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,5,6,35,10,7,4,1,4,18,2,2,9,0,1,9,9,1,6,3,6,9,,,,2,5,5,5,2,,,,,3,0,,6,7,7,3,9,,6,8,3,4,3,2,7,1,4,,,,1,,,,3,3,3,3,2,1,1,2,0,2,1,2,2,2,2,,
58710803e4b08d0e4227ef5f,Jolly Roger,29/12/2016 17:00,29/12/2016,17:00:00,29/12/2016 17:00,29/12/2016,17:00:00,07/01/2017 12:39,07/01/2017,12:39,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,6,35,28,8,4,8,8,20,17,7,4,2,0,2,8,9,0,4,8,4,41,,,,3,5,6,2,1,,,,,1,2,,7,0,6,2,2,,34,4,0,1,2,5,5,8,7,,,,1,,,,2,0,0,2,2,3,0,0,3,0,2,0,1,1,1,,
58710803e4b08d0e4227ef5f,Jolly Roger,30/12/2016 17:00,30/12/2016,17:00:00,30/12/2016 17:00,30/12/2016,17:00:00,07/01/2017 12:39,07/01/2017,12:39,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,7,21,26,0,5,10,3,19,21,8,9,1,24,8,3,10,2,2,5,3,26,,,,2,4,2,6,0,,,,,2,2,,7,0,3,10,6,,37,4,2,0,6,7,7,8,2,,,,1,,,,2,1,1,1,3,0,3,1,3,2,0,2,2,1,2,,
58851347e4b08d0e4227f1c4,Jolly Roger,31/12/2016 17:00,31/12/2016,17:00:00,31/12/2016 17:00,31/12/2016,17:00:00,21/01/2017 12:05,21/01/2017,12:05,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,1,32,13,6,2,0,6,14,7,2,7,9,8,9,0,8,5,5,2,9,6,,,,2,3,5,4,2,,,,,2,2,,8,9,3,2,7,,25,7,0,0,8,6,7,4,5,,,,0,,,,2,2,1,1,3,1,3,0,1,2,0,0,1,2,3,,
58851347e4b08d0e4227f1c4,Jolly Roger,01/01/2017 17:00,01/01/2017,17:00:00,01/01/2017 17:00,01/01/2017,17:00:00,21/01/2017 12:05,21/01/2017,12:05,54e616accc,James Flint,James,Flint,captainflint@stevenson.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Cutty Sark,NA,2,8,25,10,1,2,8,9,0,3,3,4,7,3,1,3,9,2,8,7,38,,,,5,4,2,1,3,,,,,2,2,,10,5,9,2,1,,31,6,6,8,4,5,8,7,1,,,,1,,,,2,2,1,1,2,1,0,0,1,3,1,3,0,3,3,,
